algId,DIM,funcId,worst recorded,worst reached,best reached,mean reached,median reached,runs,succ,budget
ALPS,2,1,4.107043594e-10,4.107043594e-10,9.868557527e-9,5.22085178062e-9,4.579021606e-9,15,1,7977
ALPS,3,1,4.877165338e-11,4.877165338e-11,9.243407817e-9,5.086797235292e-9,4.364693496e-9,15,1,12350
ALPS,5,1,4.661842468e-9,4.661842468e-9,9.886491625e-9,7.540092165466667e-9,7.917861922e-9,15,1,20996
ALPS,10,1,4.886569371e-9,4.886569371e-9,9.89703608e-9,8.6619190634e-9,9.01967212e-9,15,1,42485
ALPS,20,1,7.740961649e-9,7.740961649e-9,9.761549791e-9,9.0725147098e-9,9.220613606e-9,15,1,100032
ALPS,40,1,8.641876548e-9,8.641876548e-9,9.987758176e-9,9.597206229733334e-9,9.672888268e-9,15,1,400706
ALPS,2,10,1.176779563e-9,1.176779563e-9,9.981818039e-9,6.284202906266667e-9,7.003059466e-9,15,1,1420399
ALPS,3,10,1.784755455e-9,1.784755455e-9,5.682973665e-7,5.1326488896e-8,8.858584977e-9,15,1,5000000
ALPS,5,10,2.786264236e-5,2.786264236e-5,0.002669924042,4.85186049978e-4,2.092095827e-4,15,1,5000000
ALPS,10,10,0.267485393,0.267485393,6.442676623,2.5912457684,2.953503481,15,1,5000000
ALPS,20,10,29.87991617,29.87991617,374.0781709,162.24223868066667,162.8834844,15,1,5000000
ALPS,40,10,2172.66103,2172.66103,4833.191001,2917.8045372666666,2839.634857,15,1,5000000
ALPS,2,11,8.23490609e-10,8.23490609e-10,9.532456602e-9,4.757516810133333e-9,4.653564645e-9,15,1,838593
ALPS,3,11,2.333607085e-9,2.333607085e-9,4.418475363e-8,1.0361354677533333e-8,7.507779287e-9,15,1,5000000
ALPS,5,11,7.536003466e-8,7.536003466e-8,1.082618106e-5,2.4858689120506666e-6,7.238015343e-7,15,1,5000000
ALPS,10,11,4.622841194e-4,4.622841194e-4,0.005473769875,0.0021174887327266665,0.001418771826,15,1,5000000
ALPS,20,11,0.02975600685,0.02975600685,0.2985674844,0.14322598363133335,0.1180156601,15,1,5000000
ALPS,40,11,1.625729522,1.625729522,6.253184885,3.5747096612666667,3.347830018,15,1,5000000
ALPS,2,12,1.531773819e-9,1.531773819e-9,9.99580152e-9,6.293811101933333e-9,7.134687507e-9,15,1,599539
ALPS,3,12,3.839647889e-8,3.839647889e-8,2.609566603e-4,4.855867798703267e-5,2.37040897e-5,15,1,5000000
ALPS,5,12,1.037769607e-6,1.037769607e-6,0.001536284748,3.205657166391333e-4,2.423105399e-4,15,1,5000000
ALPS,10,12,7.699659363e-7,7.699659363e-7,0.01230981963,0.00302308704188442,0.001254650359,15,1,5000000
ALPS,20,12,0.001010383787,0.001010383787,0.3742169547,0.07431756912806667,0.03261936703,15,1,5000000
ALPS,40,12,0.0978361218,0.0978361218,8.209861225,2.23174919546,0.8287848025,15,1,5000000
ALPS,2,13,4.450114943e-9,4.450114943e-9,4.483933083e-7,7.729817094786666e-8,1.162543839e-8,15,1,5000000
ALPS,3,13,1.876109934e-9,1.876109934e-9,4.321623123e-6,6.366238347308e-7,1.377852143e-7,15,1,5000000
ALPS,5,13,1.791144086e-7,1.791144086e-7,3.307875294e-4,5.8090442634426665e-5,7.601840991e-6,15,1,5000000
ALPS,10,13,2.793913717e-5,2.793913717e-5,0.002518378095,7.756624980006666e-4,5.415316086e-4,15,1,5000000
ALPS,20,13,0.002497993275,0.002497993275,0.05566536192,0.0174278408442,0.01384563263,15,1,5000000
ALPS,40,13,0.01877218407,0.01877218407,0.7452934848,0.21552636919066667,0.08525200515,15,1,5000000
ALPS,2,14,1.168544372e-9,1.168544372e-9,9.433819059e-9,5.9596123e-9,6.013152642e-9,15,1,596949
ALPS,3,14,1.392677973e-9,1.392677973e-9,9.875805063e-9,6.745868574866666e-9,6.913012385e-9,15,1,2983539
ALPS,5,14,7.992710493e-9,7.992710493e-9,2.450993293e-7,8.020854333386666e-8,7.988512607e-8,15,1,5000000
ALPS,10,14,1.213000459e-6,1.213000459e-6,5.233104474e-6,2.790355159266667e-6,2.7560462e-6,15,1,5000000
ALPS,20,14,1.338961769e-5,1.338961769e-5,6.349474851e-5,3.4079543045333334e-5,3.359267546e-5,15,1,5000000
ALPS,40,14,1.846245601e-4,1.846245601e-4,4.376713569e-4,2.7284059832e-4,2.730590474e-4,15,1,5000000
ALPS,2,15,9.148948266e-11,9.148948266e-11,9.715392935e-9,4.482265580944e-9,4.335106496e-9,15,1,23791
ALPS,3,15,5.827871519e-10,5.827871519e-10,9.666791811e-9,5.416322560793334e-9,5.945562265e-9,15,1,135350
ALPS,5,15,3.368114676e-9,3.368114676e-9,9.973980752e-9,7.083161079866667e-9,8.023476994e-9,15,1,1400183
ALPS,10,15,1.989918114,1.989918114,3.979836234,2.8522161617333333,2.984877174,15,1,5000000
ALPS,20,15,14.92653623,14.92653623,24.87402306,20.232311060666667,19.89959742,15,1,5000000
ALPS,40,15,76.90883263,76.90883263,117.4792296,100.26012377800001,101.5764821,15,1,5000000
ALPS,2,16,1.165290087e-12,1.165290087e-12,9.687823876e-9,5.8857613301738e-9,7.162377358e-9,15,1,60950
ALPS,3,16,1.276191597e-9,1.276191597e-9,9.719428817e-9,6.4568946337333335e-9,6.527628216e-9,15,1,203891
ALPS,5,16,3.512681701e-9,3.512681701e-9,2.926432742e-5,2.3103889871122665e-6,4.73392447e-7,15,1,5000000
ALPS,10,16,0.006380048865,0.006380048865,0.04889058786,0.023733893141666667,0.02267014732,15,1,5000000
ALPS,20,16,0.4286519548,0.4286519548,1.197295296,0.7806841702133334,0.7840737768,15,1,5000000
ALPS,40,16,2.431766226,2.431766226,4.931199546,3.8045698505333334,3.75910005,15,1,5000000
ALPS,2,17,2.289080925e-9,2.289080925e-9,9.594895545e-9,5.6920640646e-9,6.325834079e-9,15,1,22958
ALPS,3,17,2.80010326e-9,2.80010326e-9,9.79844117e-9,7.5188834122e-9,7.966505677e-9,15,1,62821
ALPS,5,17,6.908205563e-9,6.908205563e-9,4.937814424e-8,2.0484231082133335e-8,9.989172156e-9,15,1,5000000
ALPS,10,17,5.473279339e-4,5.473279339e-4,0.005283225847,0.0017227881841466667,0.001362091672,15,1,5000000
ALPS,20,17,0.07330983575,0.07330983575,0.3083990545,0.16205568691933334,0.1560771793,15,1,5000000
ALPS,40,17,0.7919843048,0.7919843048,1.457616834,1.1278302739866666,1.183525405,15,1,5000000
ALPS,2,18,2.122249043e-9,2.122249043e-9,9.871662598e-9,7.177488707066667e-9,7.588504047e-9,15,1,99743
ALPS,3,18,3.670695747e-9,3.670695747e-9,5.027302308e-8,1.1855394414733333e-8,8.977004029e-9,15,1,5000000
ALPS,5,18,1.594040775e-7,1.594040775e-7,4.845232573e-4,5.915543341663333e-5,5.323609628e-6,15,1,5000000
ALPS,10,18,0.007105754756,0.007105754756,0.02704280222,0.0189988888224,0.0194642431,15,1,5000000
ALPS,20,18,0.1255957975,0.1255957975,1.390635642,0.6420364602933333,0.6871419993,15,1,5000000
ALPS,40,18,2.555044887,2.555044887,5.59393147,3.8710177299333335,3.878038452,15,1,5000000
ALPS,2,19,1.922444426e-10,1.922444426e-10,9.995844152e-9,5.7754329910733335e-9,6.566452271e-9,15,1,31054
ALPS,3,19,1.424837137e-9,1.424837137e-9,9.92147875e-9,6.474788942e-9,7.27072802e-9,15,1,155619
ALPS,5,19,5.60510216e-9,5.60510216e-9,0.008612237812,0.0014028854144436864,9.752454844e-9,15,1,5000000
ALPS,10,19,0.03867990079,0.03867990079,0.1452101943,0.090416963632,0.07443870224,15,1,5000000
ALPS,20,19,0.1719920783,0.1719920783,0.5046599466,0.30889796552,0.3120152305,15,1,5000000
ALPS,40,19,0.5318125798,0.5318125798,2.110388726,1.48719324838,1.569520426,15,1,5000000
ALPS,2,2,6.156568588e-10,6.156568588e-10,8.606136248e-9,4.9729284985866664e-9,5.29318811e-9,15,1,11370
ALPS,3,2,1.149800255e-9,1.149800255e-9,9.660226397e-9,5.4730141606e-9,4.899504802e-9,15,1,16795
